Node,Latitude,Longitude,Section,Feeder
hn821240020e03n1e2,34.80616,134.80697,2,23.0
hn821240020e03n1e3,34.80615,134.80739,2,23.0
hn821240021,34.80624,134.80497,2,23.0
hn821240021e02,34.80679,134.80541,2,23.0
hn821240021e03,34.80706,134.80543,2,23.0
hn821240021e03n1,34.80715,134.8054,2,23.0
hn821240021e03n2,34.80745,134.80524,2,23.0
hn821240021e03n3,34.80773,134.8051,2,23.0
hn821240021e03n4,34.80806,134.80492,2,23.0
hn821240021e03n5,34.80836,134.80477,2,23.0
hn821240021e03n6,34.80867,134.80462,2,23.0
hn821240021e03n7,34.80908,134.80441,2,23.0
hn821240021e03n8,34.80941,134.80424,2,23.0
hn821240021e04,34.80725,134.80583,2,23.0
hn821240021e04s1,34.80726,134.80618,2,23.0
hn821240021e04n1,34.80762,134.80611,2,23.0
hn821240021e05,34.80742,134.80623,2,23.0
hn821240022,34.8066,134.80504,2,23.0
hn821240022g01,34.80654,134.8046,2,23.0
hn821240023,34.80673,134.80409,2,23.0
hn821240021e01,34.80625,134.80539,2,23.0
hn821240021e01g1,34.80643,134.8054,2,23.0
hn821240021e01g2,34.80656,134.80541,2,23.0
hn821340001,34.79205,134.80742,7,23.0
hn821340002,34.7924,134.80729,7,23.0
hn821340004,34.79308,134.80703,7,23.0
hn821340004n01n1,34.79363,134.80659,7,23.0
hn821340004n01n2,34.79354,134.80633,7,23.0
hn821340004n01n2w1,34.79346,134.80608,7,23.0
hn821340004n01n2s1,34.79339,134.8062,7,23.0
hn821340004n01n4,34.79387,134.80596,7,23.0
hn821340004n01n5,34.79416,134.80582,7,23.0
hn821340004n01n5w1,34.79418,134.80567,7,23.0
hn821340004n01n5w2,34.79417,134.80546,7,23.0
hn821340004n01n5w4,34.79379,134.80568,7,23.0
hn821340004n01n5w6,34.79339,134.8055,7,23.0
hn821340004n01n5w7,34.79343,134.80525,7,23.0
hn821340004n01n6,34.79425,134.80588,7,23.0
hn821340004n01n8,34.79443,134.80643,7,23.0
hn821340004n02,34.79394,134.80685,7,23.0
hn821340004n02w1,34.79383,134.80643,7,23.0
hn821340004n02w2,34.79372,134.8061,7,23.0
hn821340004n02s1,34.79359,134.80672,7,23.0
hn821340004n02g1e1,34.7942,134.80714,7,23.0
hn821340004n03,34.79432,134.80696,7,23.0
hn821340004n03e1,34.79451,134.80738,7,23.0
hn821340004n03e2,34.79455,134.80753,7,23.0
hn821340004n03e3,34.7946,134.80774,7,23.0
hn821340004n03e3s1,34.79448,134.80778,7,23.0
hn821340004n03e4,34.79476,134.80826,7,23.0
hn821340004n03e6,34.79507,134.80915,7,23.0
hn821340004n03e7,34.79526,134.80965,7,23.0
hn821340004n03e8,34.79538,134.80998,7,23.0
hn821340004n03e9,34.79558,134.81035,7,23.0
hn821340004n03e9e1,34.79577,134.81072,7,23.0
hn821340004n03e9e2,34.79595,134.81105,7,23.0
hn821340004n03e9e3,34.79616,134.81128,7,23.0
hn821340004n03e9e4,34.79646,134.81159,7,23.0
hn821340004n03w1,34.79428,134.80686,7,23.0
hn821340004n03w2,34.79414,134.80643,7,23.0
hn821340004n04,34.79476,134.80704,3,23.0
hn821340004n05,34.79516,134.8071,3,23.0
hn821340004n06,34.79546,134.80716,3,23.0
hn821340004n07,34.79576,134.80731,3,23.0
hn821340004n07e1,34.79606,134.80762,3,23.0
hn821340004n07e2,34.79616,134.80794,3,23.0
hn821340004n07e3,34.79628,134.80827,3,23.0
hn821340004n07e4,34.79638,134.80858,3,23.0
hn821340004n07e5,34.79648,134.80888,3,23.0
hn821340004n07e6,34.79661,134.80925,3,23.0
hn821340004n07e8,34.79686,134.81003,3,23.0
hn821340004n07e8g1,34.79699,134.81042,3,23.0
hn821340004n07e9,34.79716,134.81073,3,23.0
hn821340004n07w1,34.79591,134.80716,3,23.0
hn821340004n07w2,34.79579,134.8068,3,23.0
hn821340004n07w3,34.79564,134.80637,3,23.0
hn821340004n07w3s1,34.79535,134.80611,3,23.0
hn821340004n07w4,34.79545,134.8058,3,23.0
hn821340004n08,34.79609,134.80745,3,23.0
hn821340004n09,34.79636,134.80754,3,23.0
hn821340004n10,34.79676,134.80772,3,23.0
hn821340004n10e2,34.79681,134.80811,3,23.0
hn821340004n10e3,34.79694,134.80853,3,23.0
hn821340004n10e4,34.79709,134.80897,3,23.0
hn821340004n10e4n1,34.79745,134.8088,3,23.0
hn821340004n11,34.79705,134.80783,3,23.0
hn821340004n12,34.79742,134.808,3,23.0
hn821340005,34.79294,134.80703,8,23.0
hn821340009s03,34.79142,134.80664,8,23.0
hn821340003,34.79273,134.80716,7,23.0
hn821340004n01,34.79339,134.80693,7,23.0
hn821340004n01n3,34.79359,134.8061,7,23.0
hn821340004n01n5w5,34.79332,134.80588,7,23.0
hn821340004n01n7,34.79433,134.80614,7,23.0
hn821340004n01n5w3,34.79408,134.80555,7,23.0
hn821340004n02g1,34.79415,134.80694,7,23.0
hn821340004n03e5,34.79492,134.80872,7,23.0
hn821340004n07e7,34.79673,134.80961,7,23.0
hn821340004n10e1,34.79679,134.80788,7,23.0
hn821340006,34.79254,134.80696,8,23.0
hn821340006s01,34.79221,134.80691,8,23.0
hn821340004n03e3g1,34.7947,134.80804,8,23.0
hn821340007,34.79243,134.80702,8,23.0
hn821340008,34.79248,134.80663,8,23.0
hn821340008n01,34.79274,134.80667,8,23.0
hn821340008n02,34.79301,134.80672,8,23.0
hn821340009,34.79221,134.80658,8,23.0
hn821340009s01w2,34.79193,134.80572,8,23.0
hn821340009s02w2,34.79169,134.80617,8,23.0
hn821340009s02w3,34.79168,134.80589,8,23.0
hn821340009s02g1,34.79177,134.80651,8,23.0
hn821340009s03g1,34.79147,134.80646,8,23.0
hn821340010,34.79221,134.80621,8,23.0
hn821340011,34.79219,134.80579,8,23.0
hn821340012,34.79217,134.80541,8,23.0
hn821340013,34.79226,134.80555,8,23.0
hn821340015,34.79249,134.80531,8,23.0
hn821340016,34.79269,134.80506,8,23.0
hn821340017,34.79303,134.80495,8,23.0
hn821340018,34.7933,134.80485,8,23.0
hn821340018e01,34.79327,134.80535,8,23.0
hn821340018e01s1,34.79316,134.8054,8,23.0
hn821340018e01s2,34.793,134.80532,8,23.0
hn821340018e01s3,34.79283,134.80555,8,23.0
hn821340018e03,34.79308,134.80605,8,23.0
hn821340009s01,34.79202,134.80655,8,23.0
hn821340009s02w1,34.79169,134.80631,8,23.0
hn821340009s01w1,34.79196,134.80618,8,23.0
hn821340014,34.79236,134.80556,8,23.0
hn821340018e02,34.79323,134.80579,8,23.0
hn822070101e05,34.79212,134.80249,8,23.0
hn822390002,34.79303,134.80455,8,23.0
hn822390001,34.79306,134.80484,8,23.0
hn822390002s01,34.79287,134.80456,8,23.0
hn822390002n01,34.79338,134.80431,8,23.0
hn822390002n02,34.79364,134.80416,8,23.0
hn822390002n03,34.79368,134.804,8,23.0
hn822390002n04,34.79359,134.80372,8,23.0
hn822390003n02,34.7932,134.80407,8,23.0
hn822390003n03,34.79346,134.80392,8,23.0
hn822390004,34.79276,134.80403,8,23.0
hn822390005,34.79292,134.80391,8,23.0
hn822390006,34.7931,134.80379,8,23.0
hn822390007,34.79279,134.80361,8,23.0
hn822390008,34.79251,134.80339,8,23.0
hn822390009,34.7923,134.80325,8,23.0
hn822390010,34.79217,134.80301,8,23.0
hn822390010e01,34.79214,134.80343,8,23.0
hn822390010e03,34.79205,134.80401,8,23.0
hn822390010e04,34.79194,134.80448,8,23.0
hn822390010e04n1,34.79203,134.80435,8,23.0
hn822390010e04n2,34.79225,134.80423,8,23.0
hn822390010e04n3,34.79237,134.80451,8,23.0
hn822390010e05,34.79183,134.80487,8,23.0
hn822390010e05n1,34.79194,134.80483,8,23.0
hn822390010e05n2,34.79206,134.80488,8,23.0
hn822390011,34.79214,134.8027,8,23.0
hn824220001,34.7924,134.81167,5,23.0
hn824220001g01,34.79251,134.81202,5,23.0
hn824220002,34.7923,134.81142,5,23.0
hn824220002g01,34.79222,134.81092,5,23.0
hn824220002g01g1,34.79226,134.81119,5,23.0
hn824220003s01,34.79164,134.81048,5,23.0
hn824220003s02,34.7917,134.81078,5,23.0
hn824220003n01,34.7921,134.81035,5,23.0
hn824220004n01,34.79209,134.81004,5,23.0
hn824220004n01w1,34.79203,134.80972,5,23.0
hn824220004n01w1w1,34.79189,134.80921,5,23.0
hn824220004n01w1w2,34.79173,134.80887,5,23.0
hn824220007,34.79108,134.80858,6,23.0
hn824220008,34.7911,134.80827,6,23.0
hn824220009,34.79146,134.80797,6,23.0
hn824220010,34.79151,134.80756,6,23.0
hn824220010s01,34.79119,134.80766,6,23.0
hn824220011,34.79184,134.80749,6,23.0
hn824220011w02,34.7918,134.80665,8,23.0
hn824220012,34.79195,134.80768,6,23.0
hn824220013,34.79201,134.80801,6,23.0
hn824220014,34.79211,134.80782,6,23.0
hn824220015,34.79236,134.80775,6,23.0
hn824220016,34.79246,134.80766,6,23.0
hn824220016e01,34.79251,134.80791,6,23.0
hn824220016e02,34.7926,134.80838,6,23.0
hn824220016e02s1,34.79249,134.80849,6,23.0
hn824220016e02s2,34.79222,134.80857,6,23.0
hn824220016e03,34.79266,134.80875,6,23.0
hn824220016e04,34.79272,134.8091,6,23.0
hn824220016e05,34.79281,134.80958,6,23.0
hn824220016e06,34.79286,134.80983,6,23.0
hn824220016e07,34.79294,134.81029,6,23.0
hn824220016e07e1,34.79323,134.81054,6,23.0
hn824220016e07e2,34.79323,134.81084,6,23.0
hn824220016e07e2n1,34.79347,134.81102,6,23.0
hn824220016e07e2n2,34.79355,134.81109,6,23.0
hn824220016e07e2n3,34.79355,134.81083,6,23.0
hn824220016e07e2n4,34.79354,134.81047,6,23.0
hn824220016e07e3,34.79323,134.81105,6,23.0
hn824220016e07e3s1,34.79307,134.81127,6,23.0
hn824220016e07e3s2,34.79284,134.81131,6,23.0
hn824220016e07e3n1,34.79343,134.81126,6,23.0
hn824220016e07s1,34.79249,134.81035,6,23.0
hn824220016e08,34.79294,134.81073,6,23.0
hn824220017,34.79259,134.80762,6,23.0
hn824220018,34.79286,134.80755,6,23.0
hn824220018e01,34.7928,134.80765,6,23.0
hn824220018e02,34.79285,134.80795,6,23.0
hn824220018e03,34.7929,134.80823,6,23.0
hn824220019,34.79304,134.8075,6,23.0
hn824220019n01,34.79347,134.80738,6,23.0
hn824220020,34.79313,134.80753,6,23.0
hn824220021,34.7932,134.8079,6,23.0
hn824220021e01,34.79326,134.80828,6,23.0
hn824220021e02,34.79337,134.80877,6,23.0
hn824220021e03,34.79343,134.8092,6,23.0
hn824220021e04,34.79346,134.80955,6,23.0
hn824220021e04s1,34.79318,134.80944,6,23.0
hn824220021e04s1e1,34.79324,134.80981,6,23.0
hn824220021e04s1e2,34.7933,134.81012,6,23.0
hn824220021e05,34.79357,134.81014,6,23.0
hn824220021e06,34.79369,134.81015,6,23.0
hn824220022,34.79326,134.80775,6,23.0
hn824220023,34.79365,134.80765,6,23.0
hn824220024,34.79375,134.80752,6,23.0
hn824220025,34.79374,134.80789,6,23.0
hn824220026,34.79374,134.80829,6,23.0
hn824220003s01w1,34.79154,134.81008,6,23.0
hn826230001n01,34.80021,134.81477,2,23.0
hn826230001n02,34.80034,134.81456,2,23.0
hn826230001n03,34.8004,134.81434,2,23.0
hn826230001n04,34.80047,134.81399,2,23.0
hn826230002,34.79996,134.81402,2,23.0
hn826230002w01,34.80011,134.81354,2,23.0
hn826230002w01s1,34.79991,134.81348,2,23.0
hn826230003,34.79982,134.81348,2,23.0
hn826230004,34.79966,134.81297,2,23.0
hn826230005,34.7995,134.81247,2,23.0
hn826230005s01,34.79945,134.81272,2,23.0
hn826230005s02,34.79908,134.81272,2,23.0
hn826230005s02w1,34.79894,134.81265,2,23.0
hn826230005s02w2,34.79894,134.81241,2,23.0
hn826230005s02w2s1,34.79886,134.81233,2,23.0
hn826230005s02w2s2,34.79862,134.81232,2,23.0
hn826230005s02w2s3,34.79837,134.8123,2,23.0
hn826230005s03,34.79868,134.81273,2,23.0
hn826230005g01,34.79943,134.8124,2,23.0
hn826230006,34.79942,134.81197,2,23.0
hn826230007,34.7994,134.81158,2,23.0
hn826230007g01,34.79944,134.81131,2,23.0
hn826230008,34.7995,134.81105,2,23.0
hn826230008g01,34.79951,134.81078,2,23.0
hn826230009,34.79954,134.81046,2,23.0
hn826230009s01,34.79912,134.81058,2,23.0
hn826230009s01w1,34.79886,134.81036,2,23.0
hn826230009s01w2,34.79857,134.81001,2,23.0
hn826230009s01w4,34.79818,134.80928,2,23.0
hn826230014,34.79861,134.80845,2,23.0
hn826230001,34.79984,134.81454,2,23.0
hn826230009s01w3,34.79832,134.80974,2,23.0
hn826230009s01w5,34.79821,134.80896,2,23.0
hn826230009s01w6,34.79823,134.80864,3,23.0
hn826230010,34.79942,134.80984,2,23.0
hn826230011,34.79929,134.80927,2,23.0
hn826230012,34.79921,134.80875,3,23.0
hn826230013,34.79887,134.80857,3,23.0
hn826230014s01,34.79839,134.80844,3,23.0
hn826230014s01g1,34.79814,134.80831,3,23.0
hn826230014s03,34.79776,134.80819,3,23.0
hn826230015,34.79842,134.80807,3,23.0
hn826230016,34.79826,134.80784,3,23.0
hn826230016g01,34.79809,134.80759,3,23.0
hn826230017,34.79795,134.80731,3,23.0
hn826230017g01,34.79783,134.80714,3,23.0
hn826230018,34.79774,134.8068,3,23.0
hn826230019,34.79752,134.80626,3,23.0
hn826230019e01,34.7971,134.80607,3,23.0
hn826230019e02,34.79694,134.80598,3,23.0
hn826230019e02w1,34.79673,134.80564,3,23.0
hn826230019e02g1,34.79687,134.80575,3,23.0
hn826230019e03,34.79686,134.80632,3,23.0
hn826230019e04,34.79675,134.80668,3,23.0
hn826230019e05,34.79659,134.80713,3,23.0
hn826230019g01,34.7973,134.80611,3,23.0
hn826230019g01e1,34.79747,134.80651,3,23.0
hn826230019g01e2,34.7976,134.80677,3,23.0
hn826230019g01e3,34.79772,134.80704,3,23.0
hn826230019g01e4,34.79785,134.80733,3,23.0
hn826230019g01e5,34.79798,134.80759,3,23.0
hn826230019g01e6,34.79814,134.80794,3,23.0
hn826230019g01e7,34.7983,134.80824,3,23.0
hn826230019g01w1,34.7972,134.8059,3,23.0
hn826230019g01w2,34.797,134.80548,3,23.0
hn826230019g01w2n1,34.79736,134.80543,3,23.0
hn826230019g01w3,34.79688,134.80525,3,23.0
hn826230019g01w4,34.79671,134.80485,3,23.0
hn826230019g01w5,34.79655,134.80454,3,23.0
hn826230020,34.79777,134.80543,3,23.0
hn826230020e01,34.7979,134.80602,3,23.0
hn826230021,34.79757,134.80496,3,23.0
hn826230022,34.79719,134.80462,3,23.0
hn826230023,34.79688,134.80429,3,23.0
hn826230024,34.79654,134.80389,3,23.0
hn826230025,34.79617,134.80367,3,23.0
hn826230025n01,34.79658,134.80362,3,23.0
hn826230025n02,34.79693,134.80367,3,23.0
hn826230025n03,34.79715,134.80378,3,23.0
hn826230025n04,34.79731,134.80393,3,23.0
hn826230025n05,34.79748,134.80408,3,23.0
hn826230025n06,34.79779,134.80437,3,23.0
hn826230025n07,34.79807,134.8047,3,23.0
hn826230028,34.79582,134.80283,3,23.0
hn826230028g01,34.7959,134.80256,3,23.0
hn826230029w07e1,34.7946,134.80242,3,23.0
hn826230029w07e2,34.79486,134.80263,3,23.0
hn826230029w07e3,34.79511,134.80284,3,23.0
hn826230029w07e4,34.79526,134.80295,3,23.0
hn826230029w07e5,34.79558,134.8032,3,23.0
hn826230029w07e6,34.79581,134.80343,3,23.0
hn826230029w07e7,34.79611,134.80375,3,23.0
hn826230029w07e8,34.79629,134.80399,3,23.0
hn826230029w07e9,34.79643,134.80428,3,23.0
hn826230029g01w1,34.79569,134.80163,3,23.0
hn826230029g01w2,34.79548,134.80133,3,23.0
hn826230029g01w3,34.79542,134.80129,3,23.0
hn826230029g01w4,34.79511,134.80162,3,23.0
hn826230029g01w5,34.79476,134.80197,3,23.0
hn826230029g01w6,34.79452,134.80222,3,23.0
hn826230029g01w7,34.79435,134.80223,3,23.0
hn826230029g01w8,34.79398,134.80197,3,23.0
hn826230029g01w8w1,34.79411,134.80197,3,23.0
hn826230029g01w8w2,34.794,134.80164,3,23.0
hn826230029g01w8w3,34.79385,134.8012,3,23.0
hn826230029g01w8w4,34.79366,134.80082,3,23.0
hn826230029g01w8w5,34.79358,134.80067,3,23.0
hn826230029g01w8w6,34.79352,134.80032,3,23.0
hn826230029g01w8s1,34.79391,134.80202,3,23.0
hn826230029g01w9,34.79373,134.80179,3,23.0
hn826230030,34.79588,134.80162,3,23.0
hn826230028g02,34.796,134.80242,3,23.0
hn826230029g01,34.79593,134.80191,3,23.0
hn826230029g01e1,34.79606,134.80223,3,23.0
hn828160041,34.82451,134.84759,7,24.0
hn828160041g01,34.82427,134.84774,7,24.0
hn828160041g01s1,34.824,134.84734,7,24.0
hn828160042,34.82421,134.84786,7,24.0
hn828160043,34.82385,134.84809,7,24.0
hn828160044,34.82344,134.84817,7,24.0
hn828160045,34.82304,134.84823,7,24.0
hn828160045w01,34.82317,134.84766,7,24.0
hn828160045w01s1,34.82278,134.84713,7,24.0
hn828160045w02,34.82315,134.84725,7,24.0
hn828160045w02n1,34.82348,134.8472,7,24.0
hn828160045w03,34.82332,134.84693,7,24.0
hn828160045w03g1,34.82343,134.84674,7,24.0
hn828160045w04,34.82348,134.84664,7,24.0
hn828160045w04n1,34.82374,134.84683,7,24.0
hn828160045w04n2,34.82398,134.84679,7,24.0
hn828160045w04n3,34.82403,134.84635,7,24.0
hn828160045w04g1,34.82335,134.84629,7,24.0
hn828160045w04g2,34.8232,134.84594,7,24.0
hn828160045w05,34.82315,134.84577,7,24.0
hn828160045w06,34.82304,134.84536,7,24.0
hn828160045s01,34.82256,134.84812,7,24.0
hn828160045s01w1,34.82269,134.84774,7,24.0
hn828160045s01w2,34.82277,134.84751,7,24.0
hn828160045s02,34.82223,134.84805,7,24.0
hn828160045s02g1,34.82188,134.84799,7,24.0
hn828160045s03,34.82164,134.84793,7,24.0
hn828160045s03w1,34.82171,134.84773,7,24.0
hn828160045s03w2,34.82191,134.84768,7,24.0
hn828160045s04,34.82135,134.8479,7,24.0
hn828160045s04w1,34.82126,134.84774,7,24.0
hn828160045s04w2,34.82141,134.84729,7,24.0
hn828160045s04w3,34.82154,134.8469,7,24.0
hn828160045s04w4,34.82169,134.84648,7,24.0
hn828160045s04w5,34.82189,134.84603,7,24.0
hn828160045s05,34.82111,134.84819,7,24.0
hn828160045s06,34.82093,134.84873,7,24.0
hn828160045s06n1,34.82107,134.84874,7,24.0
hn828160045s06n2,34.82131,134.84876,7,24.0
hn828160045s07,34.82084,134.8486,7,24.0
hn828160045s08,34.82053,134.84846,7,24.0
hn828160045s09,34.82025,134.84834,7,24.0
hn828160045s10,34.81998,134.84822,7,24.0
hn828160045s11,34.81979,134.84798,7,24.0
hn828160045s12,34.8195,134.84769,7,24.0
hn828160045s13,34.81928,134.84746,7,24.0
hn828160045s13w1,34.81929,134.84725,7,24.0
hn828160045s13w2,34.81959,134.84687,7,24.0
hn828160045s13w2s1,34.81973,134.84646,7,24.0
hn828160045s13w2s2,34.81948,134.84615,7,24.0
hn828160045s13w2s3,34.81924,134.84584,7,24.0
hn828160045s13w3,34.81988,134.8465,7,24.0
hn828160046,34.82289,134.84881,7,24.0
hn828160047s01,34.82248,134.84917,7,24.0
hn828160047s02,34.82228,134.84899,7,24.0
hn828160047s03,34.82203,134.84875,7,24.0
hn828160048n02,34.82269,134.84934,7,24.0
hn828160048n03,34.82311,134.84928,7,24.0
hn828160048n04,34.82348,134.8492,7,24.0
hn828160048n05,34.82374,134.84915,7,24.0
hn828160048n06,34.82409,134.84905,7,24.0
hn828160050,34.82196,134.84997,7,24.0
hn828160050n01,34.82222,134.85038,7,24.0
hn828160050n02,34.82237,134.85046,7,24.0
hn828160050n03,34.82271,134.85059,7,24.0
hn828160050n04,34.82258,134.8511,7,24.0
hn828160050n04g1,34.82254,134.85146,7,24.0
hn828160050n05,34.82239,134.85186,7,24.0
hn828160050n06,34.82258,134.85195,7,24.0
hn828160050n06e1,34.82261,134.85222,7,24.0
hn828160050n06e2,34.82243,134.85256,7,24.0
hn828160050n06e3,34.82225,134.85291,7,24.0
hn828160050n06e4,34.82209,134.85321,7,24.0
hn828160050n06e5,34.82191,134.85347,7,24.0
hn828160050n06e6,34.82162,134.85374,7,24.0
hn828160050n06e7s1,34.82124,134.85398,7,24.0
hn828160050n06e7s2,34.82091,134.8537,7,24.0
hn828160050n06w1,34.82277,134.8519,7,24.0
hn828160050n06w2,34.82297,134.85153,7,24.0
hn828160050n06w3,34.82315,134.85117,7,24.0
hn828160050n06w4,34.82334,134.8508,7,24.0
hn828160050n06w5,34.82354,134.85043,7,24.0
hn828160050n06w6,34.82373,134.85005,7,24.0
hn828160050n07,34.82283,134.85214,7,24.0
hn828160050g01,34.8217,134.8501,7,24.0
hn828160051,34.82157,134.85045,7,24.0
hn828160052,34.82141,134.85081,6,24.0
hn828160052s02,34.82078,134.8506,6,24.0
hn828160052s03,34.82049,134.85053,6,24.0
hn828160052s04,34.82011,134.85047,6,24.0
hn828160052s05,34.8197,134.8503,6,24.0
hn828160052s06,34.8194,134.8502,6,24.0
hn828160052s07,34.81907,134.85008,6,24.0
hn828160052s08,34.81875,134.84996,6,24.0
hn828160052s09,34.81844,134.84985,6,24.0
hn828160052s10,34.81811,134.84972,6,24.0
hn828160052s11,34.81768,134.84954,6,24.0
hn828160052s12,34.81733,134.84941,6,24.0
hn828160052s13,34.81704,134.84933,6,24.0
hn828160052s14,34.81682,134.84899,6,24.0
hn828160052s15,34.81668,134.84874,6,24.0
hn828160052s16,34.81649,134.8485,6,24.0
hn828160052s17,34.81615,134.84829,6,24.0
hn828160052s18,34.81585,134.84834,6,24.0
hn828160052n01n1,34.82193,134.85152,6,24.0
hn828160047,34.82274,134.84911,7,24.0
hn828160048,34.82245,134.84956,7,24.0
hn828160050n06e7,34.8214,134.85401,7,24.0
hn828160050n06e8,34.82128,134.85433,7,24.0
hn828160052s01,34.82113,134.85066,6,24.0
hn828160050n06w7,34.82393,134.84968,7,24.0
hn828160052s18n1,34.81608,134.8481,6,24.0
hn828160052s18n2,34.81633,134.84773,6,24.0
hn828160052s18n3,34.8166,134.84739,6,24.0
hn828160052s19,34.81551,134.84815,6,24.0
hn828160052n01,34.82162,134.85123,6,24.0
hn828160053,34.8212,134.85109,6,24.0
hn828160054,34.82092,134.85139,6,24.0
hn828160054g01,34.82077,134.85159,6,24.0
hn828160055,34.82074,134.85184,6,24.0
hn828160055g01,34.82062,134.85201,6,24.0
hn828160056,34.82032,134.85247,6,24.0
hn828160056w01g1,34.82029,134.85219,6,24.0
hn828160056w01g2,34.8203,134.852,6,24.0
hn828160056n01,34.8209,134.8523,6,24.0
hn828160057,34.82022,134.85286,6,24.0
hn828160058,34.82019,134.85314,6,24.0
hn828160058s01,34.8199,134.85324,6,24.0
hn828160058s01g1,34.81974,134.8533,6,24.0
hn828160058s02,34.81955,134.85339,6,24.0
hn828160058s03,34.81927,134.85351,6,24.0
hn828160058s04,34.81903,134.85363,6,24.0
hn828160059,34.82001,134.85369,6,24.0
hn828160060,34.81987,134.85413,6,24.0
hn828160061,34.81972,134.85461,6,24.0
hn828160062,34.81962,134.85483,6,24.0
hn828160063,34.81991,134.8549,6,24.0
hn828160064,34.82012,134.85524,6,24.0
hn828160065,34.82044,134.85549,6,24.0
hn828160066,34.82089,134.8559,6,24.0
hn828160067,34.82106,134.85627,6,24.0
hn828160068,34.82127,134.85672,6,24.0
hn828160069,34.82146,134.85715,6,24.0
hn828160070,34.82165,134.85758,6,24.0
hn828160071,34.82196,134.85765,6,24.0
hn828160071w01,34.82186,134.85727,6,24.0
hn828160071w02,34.82179,134.85693,6,24.0
hn828160071w03,34.82175,134.85669,6,24.0
hn828160071w04,34.8216,134.85624,6,24.0
hn828160071w05,34.82145,134.85585,6,24.0
hn828160071w06,34.82133,134.85553,6,24.0
hn828160071w07,34.82126,134.85518,6,24.0
hn828160071w08,34.82125,134.8549,6,24.0
hn828160071w09,34.82126,134.8546,6,24.0
hn828160072,34.82212,134.85794,6,24.0
hn828160073,34.8224,134.8582,6,24.0
hn828160074,34.82272,134.85835,6,24.0
hn828160075,34.82301,134.85844,6,24.0
hn828160076,34.8233,134.85853,6,24.0
hn828160077,34.82363,134.85858,6,24.0
hn828160078,34.82392,134.85868,6,24.0
hn828160079,34.82409,134.85891,6,24.0
hn828160080,34.82419,134.85922,6,24.0
hn829140016n01,34.80274,134.82312,2,24.0
hn829140024n05,34.80384,134.82701,3,24.0
hn829140024n06,34.80428,134.82714,3,24.0
hn829140038,34.80123,134.83019,3,24.0
hn829140038w01,34.80136,134.83007,3,24.0
hn829140038w05s1,34.80207,134.82887,3,24.0
hn829140038w05s2,34.8023,134.82861,3,24.0
hn829140038w05s3,34.80263,134.82832,3,24.0
hn829140038w07,34.80268,134.82865,3,24.0
hn829140038w09,34.80316,134.82811,3,24.0
hn829140038w10,34.80329,134.82794,3,24.0
hn829140038w11,34.80342,134.82776,3,24.0
hn829140038w12,34.80357,134.82748,3,24.0
hn829140038w13,34.80372,134.82709,3,24.0
hn829140038w14,34.80377,134.82687,3,24.0
hn829140038w15,34.80387,134.82651,3,24.0
hn829140038w16,34.80397,134.82611,3,24.0
hn829140038w17,34.80407,134.82572,3,24.0
hn829140038w18,34.80418,134.82531,3,24.0
hn829140038w19,34.80427,134.82496,2,24.0
hn829140038w20,34.80438,134.82455,2,24.0
hn829140038w21,34.80447,134.82417,2,24.0
hn829140038w22,34.80457,134.82381,2,24.0
hn829140038g01,34.80099,134.83065,3,24.0
hn829140040,34.80157,134.8311,3,24.0
hn829140041,34.80167,134.83139,3,24.0
hn829140042,34.80178,134.83176,3,24.0
hn829140042s01,34.80177,134.83211,3,24.0
hn829140042s02,34.80155,134.83221,3,24.0
hn829140043,34.80194,134.83229,3,24.0
hn829140044,34.80208,134.83278,3,24.0
hn829140045,34.80221,134.83318,3,24.0
hn829140046e01,34.80207,134.83367,3,24.0
hn829140047,34.80249,134.83392,3,24.0
hn829140048,34.80266,134.83425,3,24.0
hn829140049,34.80289,134.83453,3,24.0
hn829140050,34.80326,134.83476,3,24.0
hn829140050e01,34.80322,134.83498,3,24.0
hn829140050e03,34.8028,134.83525,3,24.0
hn829140050e04,34.80277,134.83584,3,24.0
hn829140051,34.80359,134.83481,3,24.0
hn829140052,34.80395,134.83487,3,24.0
hn829140053,34.80431,134.83492,3,24.0
hn829140054,34.80468,134.83499,3,24.0
hn829140056,34.8054,134.83519,3,24.0
hn829140057,34.80576,134.83532,3,24.0
hn829140058,34.80613,134.83541,3,24.0
hn829140058w01,34.80582,134.8349,3,24.0
hn829140058w01g1,34.80586,134.83449,3,24.0
hn829140058w02,34.80588,134.83419,3,24.0
hn829140058w03,34.80593,134.83375,3,24.0
hn829140058w04,34.8056,134.83327,3,24.0
hn829140058w05,34.80569,134.83288,3,24.0
hn829140060,34.80681,134.83569,3,24.0
hn829140060e01,34.80665,134.83582,3,24.0
hn829140060e02,34.80655,134.83592,3,24.0
hn829140060e03,34.80661,134.83602,3,24.0
hn829140060e03s1,34.80634,134.83601,3,24.0
hn829140060e03s2,34.80609,134.83602,3,24.0
hn829140060e03s2e1,34.80596,134.83615,3,24.0
hn829140060e03s2e2,34.80581,134.8364,3,24.0
hn829140060e03s2e4,34.80554,134.83694,3,24.0
hn829140060e03s3,34.80586,134.83603,3,24.0
hn829140060e03s4,34.80572,134.83602,3,24.0
hn829140060e03s4e1,34.80556,134.83618,3,24.0
hn829140060e03s4e2,34.80542,134.83645,3,24.0
hn829140060e03s4e3,34.80526,134.83674,3,24.0
